,location,total_sqft,bath,price,bhk
4670,Mallasandra,1665.0,3.0,95.0,3
4671,Mallasandra,1665.0,3.0,86.58,3
4672,Mallasandra,1340.0,2.0,61.0,2
4673,Mallasandra,1325.0,2.0,70.0,2
4674,Mallasandra,1665.0,3.0,86.91,3
4675,Mallasandra,1325.0,2.0,70.0,2
4676,Mallasandra,905.0,2.0,40.0,2
4677,Mallasandra,1325.0,2.0,73.0,2
4678,Mallasandra,1565.0,2.0,69.0,2
4679,Mallasandra,905.0,2.0,35.0,2
4681,Mallasandra,1100.0,2.0,76.3,3
4682,Malleshpalya,1140.0,2.0,46.5,2
4683,Malleshpalya,1225.0,2.0,46.86,2
4685,Malleshpalya,1052.0,2.0,50.0,2
4686,Malleshpalya,1405.0,2.0,77.0,3
4687,Malleshpalya,1065.0,2.0,50.0,2
4688,Malleshpalya,1210.0,2.0,55.0,2
4690,Malleshpalya,1060.0,2.0,40.0,2
4691,Malleshpalya,1430.0,2.0,69.5,3
4692,Malleshpalya,1421.0,2.0,90.0,2
4693,Malleshpalya,1245.0,2.0,55.0,2
4694,Malleshpalya,1200.0,2.0,46.0,2
4695,Malleshpalya,1225.0,2.0,52.0,2
4696,Malleshwaram,705.0,1.0,67.0,1
4697,Malleshwaram,12000.0,7.0,2200.0,7
4698,Malleshwaram,2500.0,5.0,325.0,4
4699,Malleshwaram,686.0,1.0,62.5,1
4700,Malleshwaram,2475.0,4.0,332.0,3
4701,Malleshwaram,2475.0,4.0,320.0,3
4702,Malleshwaram,900.0,2.0,95.0,2
4703,Malleshwaram,1420.0,2.0,158.0,2
4704,Malleshwaram,2000.0,3.0,250.0,3
4705,Malleshwaram,2215.0,3.0,275.0,3
4707,Malleshwaram,2475.0,4.0,300.0,3
4709,Malleshwaram,2215.0,4.0,310.0,3
4710,Malleshwaram,480.0,1.0,60.0,1
4711,Malleshwaram,1290.0,2.0,120.0,2
4712,Malleshwaram,2475.0,4.0,326.0,3
4713,Malleshwaram,2476.0,3.0,337.0,3
4714,Malleshwaram,900.0,2.0,90.0,2
4716,Malleshwaram,900.0,2.0,72.0,2
4717,Malleshwaram,620.0,1.0,86.8,1
4718,Malleshwaram,600.0,1.0,68.0,2
4719,Malleshwaram,2475.0,4.0,337.0,3
4720,Malleshwaram,2215.0,3.0,275.0,3
4721,Malleshwaram,2215.0,3.0,330.0,3
4723,Malleshwaram,1020.0,2.0,80.0,2
4724,Malleshwaram,600.0,1.0,90.0,2
4725,Malleshwaram,2200.0,3.0,275.0,3
4726,Malleshwaram,2475.0,4.0,326.0,3
4727,Malleshwaram,2475.0,4.0,340.0,3
4728,Malleshwaram,1400.0,2.0,190.0,2
4729,Malleshwaram,2475.0,4.0,300.0,3
4730,Malleshwaram,2400.0,3.0,380.0,3
4731,Malleshwaram,580.0,1.0,45.0,1
4732,Malleshwaram,1410.0,2.0,125.0,2
4735,Marathahalli,1220.0,2.0,57.0,2
4736,Marathahalli,1200.0,2.0,52.0,2
4737,Marathahalli,1200.0,2.0,60.0,2
4738,Marathahalli,1933.0,3.0,140.0,3
4739,Marathahalli,950.0,2.0,46.96,2
4740,Marathahalli,1230.0,2.0,80.0,2
4741,Marathahalli,3800.0,4.0,250.0,4
4742,Marathahalli,1019.0,2.0,49.85,2
4743,Marathahalli,1215.0,2.0,67.0,2
4744,Marathahalli,2181.0,3.0,152.0,4
4745,Marathahalli,1170.0,2.0,53.0,2
4746,Marathahalli,1019.0,2.0,49.86,2
4747,Marathahalli,1325.0,2.0,71.55,2
4748,Marathahalli,1220.0,2.0,56.5,2
4749,Marathahalli,1152.0,2.0,56.0,2
4750,Marathahalli,1610.0,3.0,90.0,3
4751,Marathahalli,1146.0,2.0,70.0,2
4752,Marathahalli,1469.0,3.0,89.0,3
4754,Marathahalli,1840.0,3.0,98.0,3
4757,Marathahalli,2519.0,5.0,185.0,4
4759,Marathahalli,957.0,2.0,46.9,2
4760,Marathahalli,1583.0,3.0,105.0,3
4761,Marathahalli,1350.0,3.0,72.0,3
4763,Marathahalli,1071.0,2.0,52.25,2
4764,Marathahalli,1215.0,2.0,58.86,2
4765,Marathahalli,1102.0,2.0,53.67,2
4766,Marathahalli,1900.0,3.0,123.0,3
4767,Marathahalli,1045.0,2.0,60.0,2
4769,Marathahalli,1215.0,2.0,58.86,2
4770,Marathahalli,1365.0,2.0,73.0,2
4775,Marathahalli,1208.0,2.0,70.0,2
4776,Marathahalli,1325.0,1.0,92.0,2
4777,Marathahalli,1525.0,3.0,90.0,3
4778,Marathahalli,1937.0,3.0,140.0,3
4779,Marathahalli,1550.0,3.0,83.0,3
4780,Marathahalli,1350.0,2.0,86.0,2
4781,Marathahalli,957.0,2.0,47.0,2
4783,Marathahalli,1230.0,2.0,57.0,2
4784,Marathahalli,1200.0,2.0,58.0,2
4786,Marathahalli,607.0,1.0,35.0,1
4787,Marathahalli,1583.0,3.0,109.0,3
4788,Marathahalli,1075.0,2.0,52.43,2
4789,Marathahalli,1220.0,2.0,58.5,2
4790,Marathahalli,950.0,2.0,45.68,2
4791,Marathahalli,615.0,1.0,44.0,1
4792,Marathahalli,1595.0,3.0,90.0,3
4793,Marathahalli,1350.0,2.0,89.0,2
4794,Marathahalli,1020.0,2.0,57.0,2
4795,Marathahalli,1600.0,3.0,88.0,2
4796,Marathahalli,780.0,1.0,55.0,1
4797,Marathahalli,1710.0,3.0,100.0,3
4799,Marathahalli,1358.0,2.0,81.0,2
4800,Marathahalli,1205.0,2.0,75.0,2
4801,Marathahalli,1730.0,3.0,110.0,3
4802,Marathahalli,1583.0,3.0,115.0,3
4803,Marathahalli,1200.0,2.0,67.0,2
4804,Marathahalli,1095.0,2.0,60.0,2
4805,Marathahalli,1060.0,2.0,48.0,2
4806,Marathahalli,1050.0,2.0,65.0,2
4807,Marathahalli,1102.0,2.0,53.67,2
4808,Marathahalli,1026.0,2.0,49.95,2
4811,Marathahalli,1220.0,2.0,59.0,2
4812,Marathahalli,881.0,2.0,48.06,2
4814,Marathahalli,1710.0,3.0,100.0,3
4815,Marathahalli,1680.0,3.0,105.0,3
4816,Marathahalli,1910.0,3.0,119.0,3
4817,Marathahalli,700.0,1.0,38.0,1
4818,Marathahalli,1469.0,3.0,89.0,3
4820,Marathahalli,1690.0,3.0,116.0,3
4821,Marathahalli,1065.0,2.0,55.0,2
4822,Marathahalli,1693.0,3.0,125.0,3
4823,Marathahalli,1693.0,3.0,125.0,3
4824,Marathahalli,1196.0,2.0,57.9,2
4825,Marathahalli,1595.0,3.0,88.0,3
4826,Marathahalli,2122.0,3.0,125.0,3
4827,Marathahalli,1730.0,3.0,115.0,3
4829,Marathahalli,1125.0,2.0,55.0,2
4830,Marathahalli,1950.0,3.0,115.0,3
4831,Marathahalli,1250.0,2.0,68.0,2
4832,Marathahalli,1125.0,2.0,56.8,2
4833,Marathahalli,1350.0,2.0,90.0,2
4834,Marathahalli,1200.0,2.0,53.0,2
4835,Marathahalli,2500.0,5.0,175.0,4
4836,Marathahalli,957.0,2.0,47.0,2
4839,Marathahalli,1350.0,2.0,60.0,2
4840,Marathahalli,3400.0,4.0,235.0,4
4841,Marathahalli,1350.0,2.0,99.0,2
4843,Marathahalli,2500.0,5.0,181.0,4
4844,Marathahalli,3800.0,4.0,235.0,4
4845,Marathahalli,3951.0,4.0,230.0,4
4846,Marathahalli,1125.0,2.0,54.8,2
4847,Marathahalli,1700.0,3.0,126.0,3
4849,Marathahalli,1270.0,2.0,73.0,2
4851,Marathahalli,950.0,2.0,46.7,2
4852,Marathahalli,1550.0,3.0,85.0,3
4853,Marathahalli,1019.0,2.0,49.86,2
4854,Marathahalli,1144.0,2.0,65.0,2
4855,Marathahalli,1240.0,2.0,55.0,2
4856,Marathahalli,1156.0,2.0,52.0,2
4857,Marathahalli,2524.0,5.0,180.0,4
4858,Marathahalli,1135.0,2.0,60.0,2
4859,Marathahalli,1839.0,3.0,130.0,3
4860,Marathahalli,1170.0,2.0,85.0,2
4861,Marathahalli,1102.0,2.0,53.67,2
4862,Marathahalli,1108.0,2.0,60.0,3
4863,Marathahalli,1360.0,2.0,101.0,2
4864,Marathahalli,1026.0,2.0,50.18,2
4867,Marathahalli,1270.0,2.0,80.0,2
4868,Marathahalli,1100.0,2.0,50.0,2
4869,Marathahalli,1196.0,2.0,57.95,2
4871,Marathahalli,1485.0,2.0,90.0,3
4872,Marathahalli,1146.0,2.0,69.0,2
4873,Margondanahalli,1090.0,2.0,58.0,2
4874,Margondanahalli,1200.0,2.0,58.5,2
4875,Margondanahalli,1200.0,2.0,67.0,2
4877,Margondanahalli,1000.0,2.0,57.0,2
4879,Margondanahalli,600.0,2.0,35.0,2
4880,Margondanahalli,1200.0,2.0,69.0,2
4881,Margondanahalli,900.0,2.0,49.0,2
4882,Margondanahalli,1140.0,2.0,60.0,2
4883,Margondanahalli,1100.0,2.0,55.0,2
4884,Margondanahalli,1152.0,1.0,66.0,2
4886,Margondanahalli,1200.0,2.0,65.0,2
4887,Margondanahalli,1050.0,2.0,58.0,2
4888,Margondanahalli,1160.0,2.0,65.0,2
4889,Margondanahalli,1334.0,2.0,67.76,2
4890,Marsur,1800.0,4.0,145.0,4
4891,Marsur,1200.0,3.0,90.0,3
4892,Marsur,1200.0,3.0,120.0,3
4893,Mico Layout,5000.0,9.0,210.0,9
4894,Mico Layout,1550.0,2.0,65.0,3
4895,Mico Layout,1125.0,2.0,40.0,2
4896,Mico Layout,1190.0,2.0,39.25,2
4897,Mico Layout,800.0,1.0,29.5,1
4898,Mico Layout,1250.0,2.0,44.0,3
4899,Mico Layout,1171.0,2.0,39.0,2
4900,Mico Layout,1200.0,2.0,53.5,2
4901,Mico Layout,1670.0,3.0,59.0,3
4902,Mico Layout,1140.0,2.0,43.0,2
4903,Munnekollal,1170.0,2.0,52.0,2
4904,Munnekollal,1102.0,2.0,53.67,2
4905,Munnekollal,1390.0,3.0,68.0,3
4906,Munnekollal,1200.0,2.0,49.5,2
4907,Munnekollal,950.0,2.0,46.5,2
4908,Munnekollal,1560.0,3.0,75.0,3
4909,Munnekollal,1750.0,3.0,86.5,3
4910,Munnekollal,1385.0,2.0,66.5,3
4911,Munnekollal,1080.0,2.0,45.0,2
4912,Munnekollal,1170.0,2.0,59.0,2
4914,Munnekollal,1200.0,2.0,57.9,3
4915,Munnekollal,1030.0,2.0,50.36,2
4916,Murugeshpalya,1550.0,3.0,74.0,3
4917,Murugeshpalya,1845.0,3.0,91.0,3
4918,Murugeshpalya,1185.0,2.0,85.0,2
4919,Murugeshpalya,1225.0,2.0,48.0,2
4920,Murugeshpalya,1930.0,3.0,75.0,3
4921,Murugeshpalya,1600.0,2.0,65.0,3
4922,Murugeshpalya,1344.0,2.0,56.0,3
4923,Murugeshpalya,1500.0,2.0,70.0,3
4924,Murugeshpalya,1855.0,3.0,96.0,3
4925,Murugeshpalya,1175.0,2.0,75.0,2
4926,Mysore Road,1175.0,2.0,73.5,2
4927,Mysore Road,1710.0,4.0,91.31,3
4928,Mysore Road,1020.0,2.0,48.95,2
4929,Mysore Road,1175.0,2.0,73.5,2
4930,Mysore Road,1070.0,2.0,45.0,2
4931,Mysore Road,1239.0,2.0,53.0,2
4932,Mysore Road,1060.0,2.0,62.0,2
4933,Mysore Road,980.0,2.0,45.47,2
4934,Mysore Road,883.0,2.0,40.0,2
4935,Mysore Road,1525.0,3.0,96.0,3
4936,Mysore Road,1200.0,2.0,65.0,2
4940,Mysore Road,883.0,2.0,40.95,2
4941,Mysore Road,1070.0,2.0,49.65,2
4943,Mysore Road,883.0,2.0,50.0,2
4944,Mysore Road,1155.0,2.0,51.0,2
4945,Mysore Road,1003.0,2.0,43.0,2
4946,Mysore Road,1237.0,2.0,73.0,2
4947,Mysore Road,883.0,2.0,45.0,2
4948,Mysore Road,1170.0,2.0,65.0,2
4949,Mysore Road,1029.5,2.0,50.855,2
4950,Mysore Road,940.0,2.0,43.61,2
4952,Mysore Road,1020.0,2.0,48.95,2
4953,Mysore Road,1568.0,2.0,100.0,3
4955,Mysore Road,1175.0,2.0,70.5,2
4956,Mysore Road,1080.0,2.0,60.0,3
4958,Mysore Road,883.0,2.0,37.0,2
4960,NGR Layout,1020.0,2.0,45.9,2
4961,NGR Layout,1105.0,2.0,49.73,2
4962,NGR Layout,1022.0,2.0,45.9,2
4963,NGR Layout,1020.0,2.0,45.0,2
4964,NGR Layout,1019.0,2.0,45.9,2
4965,NGR Layout,1020.0,2.0,46.0,2
4966,NGR Layout,1021.0,2.0,46.0,2
4967,NGR Layout,1021.0,2.0,45.9,2
4968,NRI Layout,1565.0,2.0,75.0,3
4969,NRI Layout,2500.0,5.0,130.0,5
4970,NRI Layout,1125.0,2.0,45.56,2
4971,NRI Layout,2150.0,4.0,115.0,4
4972,NRI Layout,1250.0,2.0,75.0,2
4973,NRI Layout,1789.0,3.0,75.0,3
4974,NRI Layout,1731.0,3.0,64.11,3
4975,NRI Layout,2400.0,2.0,125.0,2
4977,Nagarbhavi,1350.0,3.0,150.0,3
4978,Nagarbhavi,1200.0,2.0,150.0,2
4980,Nagarbhavi,2400.0,3.0,160.0,3
4981,Nagarbhavi,884.0,2.0,36.0,1
4982,Nagarbhavi,1055.0,2.0,55.0,2
4984,Nagarbhavi,1223.0,2.0,60.0,2
4985,Nagarbhavi,956.0,2.0,49.0,2
4987,Nagarbhavi,1200.0,2.0,150.0,2
4990,Nagarbhavi,1145.0,2.0,40.0,2
4991,Nagarbhavi,300.0,1.0,20.0,1
4992,Nagarbhavi,1250.0,3.0,175.0,4
4993,Nagarbhavi,710.0,2.0,40.0,1
4995,Nagarbhavi,1020.0,2.0,55.0,2
4997,Nagarbhavi,1120.0,2.0,53.0,2
4999,Nagarbhavi,1146.0,2.0,50.0,2
5001,Nagarbhavi,1190.0,2.0,63.0,2
5003,Nagarbhavi,1050.0,2.0,80.0,2
5004,Nagarbhavi,2500.0,3.0,180.0,5
5006,Nagarbhavi,1250.0,3.0,170.0,2
5008,Nagarbhavi,1400.0,2.0,135.0,3
5010,Nagarbhavi,1100.0,2.0,46.2,2
5011,Nagarbhavi,1080.0,2.0,49.0,2
5012,Nagarbhavi,1800.0,3.0,180.0,4
5013,Nagarbhavi,1225.0,2.0,58.0,2
5014,Nagasandra,980.0,2.0,48.0,2
5015,Nagasandra,2400.0,4.0,145.0,4
5016,Nagasandra,1650.0,3.0,95.0,3
5017,Nagasandra,1500.0,2.0,91.0,2
5018,Nagavara,400.0,1.0,14.0,1
5019,Nagavara,2172.65,3.0,120.0,4
5021,Nagavara,2319.0,3.0,180.0,3
5022,Nagavara,2430.0,4.0,180.0,3
5023,Nagavara,936.0,2.0,40.2,2
5024,Nagavara,1125.0,2.0,44.5,2
5025,Nagavara,1315.0,2.0,70.0,2
5026,Nagavara,1077.0,2.0,50.0,2
5027,Nagavara,2496.0,4.0,125.0,4
5028,Nagavara,1110.0,2.0,44.95,2
5029,Nagavara,1247.0,2.0,58.56,2
5030,Nagavarapalya,1392.0,2.0,99.0,2
5031,Nagavarapalya,705.0,1.0,52.5,1
5032,Nagavarapalya,1300.0,3.0,80.0,3
5033,Nagavarapalya,705.0,1.0,57.0,1
5034,Nagavarapalya,705.0,1.0,55.0,1
5035,Nagavarapalya,705.0,1.0,57.0,1
5036,Nagavarapalya,1335.0,2.0,110.0,2
5037,Nagavarapalya,1260.0,2.0,85.5,2
5038,Narayanapura,1308.0,2.0,89.04,2
5039,Narayanapura,1566.0,3.0,83.3,3
5040,Narayanapura,1485.0,3.0,85.0,3
5041,Narayanapura,1302.0,2.0,69.1,2
5042,Narayanapura,1308.0,2.0,89.04,2
5043,Narayanapura,2357.0,3.0,135.0,3
5044,Narayanapura,2357.0,3.0,135.0,3
5045,Narayanapura,1469.0,2.0,99.14,2
5046,Neeladri Nagar,1053.0,2.0,45.0,2
5047,Neeladri Nagar,1363.0,2.0,68.0,2
5048,Neeladri Nagar,2556.0,3.0,133.0,3
5049,Neeladri Nagar,674.0,1.0,21.0,1
5050,Neeladri Nagar,527.0,1.0,26.0,1
5051,Neeladri Nagar,1167.0,2.0,38.0,3
5052,Neeladri Nagar,1060.0,2.0,35.0,2
5053,Neeladri Nagar,640.0,1.0,20.5,1
5054,Neeladri Nagar,1105.0,2.0,30.0,2
5055,Neeladri Nagar,1100.0,2.0,30.0,2
5056,Neeladri Nagar,2111.0,3.0,103.0,3
5057,OMBR Layout,2420.0,3.0,185.0,3
5058,OMBR Layout,1078.0,2.0,65.0,2
5059,OMBR Layout,1101.0,2.0,65.5,2
5060,OMBR Layout,1041.0,2.0,65.5,2
5061,OMBR Layout,1300.0,2.0,80.0,2
5062,OMBR Layout,1085.0,2.0,64.0,2
5063,OMBR Layout,1855.0,3.0,145.0,3
5064,OMBR Layout,1050.0,2.0,48.0,2
5066,OMBR Layout,1165.0,2.0,88.5,2
5067,OMBR Layout,1101.0,2.0,66.0,2
5068,OMBR Layout,3400.0,4.0,275.0,4
5071,Old Airport Road,1206.0,2.0,75.0,2
5072,Old Airport Road,2690.0,4.0,191.0,4
5073,Old Airport Road,2690.0,4.0,199.0,4
5074,Old Airport Road,1655.0,2.0,97.65,2
5075,Old Airport Road,1075.0,2.0,60.0,2
5076,Old Airport Road,1858.0,2.0,167.0,3
5077,Old Airport Road,1150.0,2.0,90.0,2
5078,Old Airport Road,2690.0,4.0,191.0,4
5079,Old Airport Road,2658.0,5.0,187.0,4
5080,Old Airport Road,946.0,2.0,58.0,2
5081,Old Airport Road,2774.0,4.0,208.0,4
5082,Old Airport Road,2774.0,4.0,208.0,4
5083,Old Airport Road,2690.0,4.0,201.0,4
5084,Old Airport Road,1050.0,2.0,50.0,2
5085,Old Airport Road,1145.0,2.0,75.0,2
5086,Old Airport Road,2732.0,4.0,194.0,4
5087,Old Airport Road,2658.0,5.0,189.0,4
5088,Old Airport Road,2774.0,4.0,197.0,4
5089,Old Airport Road,2392.0,3.0,249.0,3
5090,Old Airport Road,2774.0,4.0,197.0,4
5091,Old Airport Road,2732.0,4.0,204.0,4
5092,Old Airport Road,2774.0,4.0,208.0,4
5093,Old Airport Road,1184.0,2.0,78.0,2
5094,Old Airport Road,1055.0,2.0,75.0,2
5095,Old Madras Road,1425.0,2.0,94.0,3
5096,Old Madras Road,3715.0,6.0,224.5,4
5099,Old Madras Road,935.0,2.0,45.0,2
5101,Old Madras Road,1720.0,3.0,100.0,3
5102,Old Madras Road,1200.0,2.0,72.0,2
5103,Old Madras Road,1225.0,2.0,53.55,2
5104,Old Madras Road,1100.0,2.0,70.0,2
5105,Old Madras Road,2760.0,5.0,157.0,3
5106,Old Madras Road,1171.0,2.0,75.0,2
5107,Old Madras Road,935.0,2.0,45.0,2
5108,Old Madras Road,4500.0,7.0,294.0,5
5110,Old Madras Road,1065.0,2.0,47.86,2
5111,Old Madras Road,2010.0,3.0,125.0,4
5113,Old Madras Road,1480.0,2.0,84.0,3
5114,Old Madras Road,1210.0,2.0,74.0,2
5115,Old Madras Road,1171.0,2.0,72.0,2
5117,Old Madras Road,1480.0,3.0,95.0,3
5119,Old Madras Road,1210.0,2.0,80.0,2
5120,Old Madras Road,1859.0,3.0,121.0,3
5121,Old Madras Road,2990.0,5.0,173.0,3
5124,Old Madras Road,2300.0,3.0,142.0,3
5126,Old Madras Road,1210.0,2.0,80.0,2
5127,Old Madras Road,1210.0,2.0,77.0,2
5128,Old Madras Road,5020.0,7.0,287.0,5
5130,Old Madras Road,1330.0,2.0,74.0,2
5131,Old Madras Road,1720.0,3.0,106.0,3
5132,Old Madras Road,2640.0,5.0,150.0,3
5133,Old Madras Road,2990.0,3.0,170.0,3
5135,Old Madras Road,1171.0,2.0,73.0,2
5136,Old Madras Road,1630.0,3.0,110.0,3
5137,Old Madras Road,1165.0,2.0,52.0,2
5138,Old Madras Road,2640.0,2.0,170.0,2
5139,Old Madras Road,1165.0,2.0,51.42,2
5140,Padmanabhanagar,1020.0,2.0,63.0,2
5141,Padmanabhanagar,1176.0,2.0,62.0,2
5142,Padmanabhanagar,1258.0,2.0,115.0,2
5144,Padmanabhanagar,1100.0,2.0,65.0,2
5145,Padmanabhanagar,3400.0,3.0,210.0,4
5149,Padmanabhanagar,4500.0,4.0,360.0,3
5150,Padmanabhanagar,1200.0,2.0,60.0,2
5152,Padmanabhanagar,1067.0,2.0,52.0,2
5156,Padmanabhanagar,1100.0,2.0,60.0,2
5157,Padmanabhanagar,2051.0,3.0,180.0,3
5158,Padmanabhanagar,2051.0,3.0,170.0,3
5159,Padmanabhanagar,1150.0,2.0,50.0,2
5160,Pai Layout,1006.0,2.0,35.0,2
5161,Pai Layout,1550.0,2.0,90.0,3
5162,Pai Layout,1050.0,2.0,40.0,2
5163,Pai Layout,1400.0,2.0,67.0,3
5164,Pai Layout,1100.0,2.0,50.0,2
5165,Pai Layout,1255.0,2.0,80.0,2
5166,Pai Layout,1075.0,2.0,35.0,2
5167,Pai Layout,1400.0,2.0,57.5,2
5168,Pai Layout,1175.0,2.0,60.0,2
5169,Pai Layout,810.0,2.0,34.5,2
5170,Pai Layout,1000.0,2.0,34.0,2
5171,Pai Layout,1000.0,2.0,42.0,2
5172,Pai Layout,1068.0,2.0,48.0,2
5173,Pai Layout,1510.0,2.0,65.0,3
5176,Panathur,1359.0,2.0,87.0,2
5177,Panathur,1438.0,2.0,100.0,2
5178,Panathur,1688.0,3.0,118.0,3
5180,Panathur,1198.0,2.0,77.0,2
5181,Panathur,1180.0,2.0,70.0,2
5182,Panathur,1546.0,3.0,99.0,3
5184,Panathur,1000.0,2.0,65.3,2
5185,Panathur,1109.0,2.0,63.0,2
5186,Panathur,1000.0,2.0,68.0,2
5187,Panathur,1255.0,2.0,79.0,2
5188,Panathur,1205.0,2.0,62.9,2
5189,Panathur,1198.0,2.0,82.0,2
5190,Panathur,1235.0,2.0,65.0,2
5191,Panathur,1210.0,2.0,80.0,2
5192,Panathur,1210.0,2.0,77.0,2
5193,Panathur,661.0,1.0,40.0,1
5194,Panathur,1210.0,2.0,78.0,2
5196,Panathur,1050.0,2.0,60.0,2
5197,Panathur,1398.0,2.0,97.0,2
5198,Panathur,1065.0,2.0,58.0,2
5199,Panathur,1007.0,2.0,64.0,2
5200,Panathur,1210.0,2.0,77.93,2
5201,Panathur,1230.0,2.0,80.0,2
5202,Panathur,980.0,2.0,57.0,2
5203,Panathur,1075.0,2.0,60.0,2
5204,Panathur,1210.0,2.0,69.0,2
5205,Panathur,1343.0,2.0,76.0,2
5206,Parappana Agrahara,1194.0,2.0,47.0,2
5207,Parappana Agrahara,1194.0,2.0,47.0,2
5208,Parappana Agrahara,1194.0,2.0,46.0,2
5209,Parappana Agrahara,1194.0,2.0,47.0,2
5210,Parappana Agrahara,1194.0,2.0,46.0,2
5211,Parappana Agrahara,1194.0,2.0,47.0,2
5212,Parappana Agrahara,1194.0,2.0,47.0,2
5213,Parappana Agrahara,1092.0,2.0,43.0,2
5214,Parappana Agrahara,1194.0,2.0,45.0,2
5215,Parappana Agrahara,1200.0,1.0,45.0,1
5216,Parappana Agrahara,1194.0,2.0,46.0,2
5217,Parappana Agrahara,1194.0,2.0,47.0,2
5218,Parappana Agrahara,1194.0,2.0,47.0,2
5219,Parappana Agrahara,1194.0,2.0,46.0,2
5220,Parappana Agrahara,1194.0,2.0,46.0,2
5221,Pattandur Agrahara,1550.0,2.0,80.0,3
5222,Pattandur Agrahara,1025.0,2.0,44.5,2
5223,Pattandur Agrahara,1247.0,2.0,59.8,2
5224,Pattandur Agrahara,900.0,2.0,42.0,2
5225,Pattandur Agrahara,1302.0,2.0,66.0,2
5226,Pattandur Agrahara,1550.0,2.0,80.0,3
5227,Pattandur Agrahara,1247.0,2.0,62.35,2
5228,Pattandur Agrahara,1350.0,2.0,68.0,2
5229,Poorna Pragna Layout,920.0,2.0,39.55,2
5232,Poorna Pragna Layout,1160.0,2.0,46.39,2
5235,Poorna Pragna Layout,965.0,2.0,48.0,2
5240,Poorna Pragna Layout,1160.0,2.0,46.39,2
5242,Poorna Pragna Layout,1160.0,2.0,46.39,2
5245,Poorna Pragna Layout,960.0,2.0,50.0,2
5247,Prithvi Layout,2028.0,4.0,162.0,4
5248,Prithvi Layout,1352.0,2.0,87.5,2
5249,Prithvi Layout,1190.0,2.0,68.0,2
5250,Prithvi Layout,1352.0,2.0,85.0,2
5251,Prithvi Layout,1352.0,2.0,75.0,2
5252,Prithvi Layout,1352.0,3.0,93.0,2
5253,Prithvi Layout,2273.0,4.0,192.0,3
5254,Prithvi Layout,1352.0,2.0,72.0,2
5257,R.T. Nagar,1200.0,2.0,120.0,2
5259,R.T. Nagar,1040.0,2.0,46.0,2
5260,R.T. Nagar,1200.0,2.0,45.0,2
5261,R.T. Nagar,1235.0,2.0,65.0,2
5262,R.T. Nagar,1140.0,3.0,130.0,3
5263,R.T. Nagar,970.0,2.0,55.0,2
5264,R.T. Nagar,1560.0,3.0,125.0,3
5265,R.T. Nagar,1200.0,2.0,60.0,2
5269,R.T. Nagar,1100.0,3.0,125.0,2
5270,R.T. Nagar,1150.0,2.0,72.0,2
5271,R.T. Nagar,1500.0,4.0,185.0,4
5272,R.T. Nagar,3600.0,8.0,165.0,9
5273,R.T. Nagar,1080.0,2.0,48.0,2
5274,R.T. Nagar,1325.0,2.0,52.0,2
5275,R.T. Nagar,1800.0,3.0,120.0,4
5277,R.T. Nagar,1100.0,2.0,85.0,2
5278,Rachenahalli,1050.0,2.0,52.07,2
5280,Rachenahalli,1050.0,2.0,55.5,2
5282,Rachenahalli,1050.0,2.0,53.5,2
5284,Rachenahalli,1220.0,2.0,59.5,2
5285,Rachenahalli,1050.0,2.0,52.5,2
5287,Rachenahalli,1050.0,2.0,52.1,2
5288,Rachenahalli,1050.0,2.0,53.5,2
5289,Rachenahalli,1113.0,2.0,55.0,2
5293,Rachenahalli,680.0,1.0,32.64,1
5294,Rachenahalli,412.5,1.0,19.8,1
5295,Rachenahalli,1050.0,2.0,52.5,2
5298,Rachenahalli,690.0,1.0,39.8,1
5299,Rachenahalli,1200.0,2.0,50.0,2
5300,Rachenahalli,1050.0,2.0,47.25,2
5301,Rachenahalli,1050.0,2.0,55.5,2
5302,Rachenahalli,985.0,2.0,49.97,2
5303,Rachenahalli,1050.0,2.0,52.5,2
5304,Rachenahalli,1050.0,2.0,52.08,2
5306,Rachenahalli,1050.0,2.0,52.07,2
5308,Rachenahalli,1050.0,2.0,52.08,2
5309,Rachenahalli,985.0,2.0,49.97,2
5310,Rachenahalli,1856.0,3.0,106.0,3
5311,Rachenahalli,1050.0,2.0,52.5,2
5312,Rachenahalli,985.0,2.0,50.17,2
5313,Rachenahalli,2600.0,3.0,160.0,3
5316,Rachenahalli,985.0,2.0,50.17,2
5317,Rachenahalli,1050.0,2.0,52.71,2
5320,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
5321,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
5322,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
5323,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
5324,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
5325,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
5326,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2
5327,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
5328,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
5329,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
5330,Raja Rajeshwari Nagar,600.0,1.0,22.0,1
5331,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3
5332,Raja Rajeshwari Nagar,500.0,1.0,25.0,1
5333,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
5334,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
